"time","ta","tb","tcl","tcr","tsk","scr","ssk","m","hfcs","eres","cres","dry","esk"
27,20,36.0016142516473,27.5357742260409,36.8236208566016,32.0679451954464,-0.58694129489762,-13.4188894461113,58.2,52.9297194406701,4.7165018542275,1.14072,58.9285609346234,7.40076592417581
28,20,35.9876673860172,27.5142914720708,36.823302176127,32.033968739062,-0.587018471575512,-13.2277915439316,58.2,52.929796617348,4.7165018542275,1.14072,58.7568222371038,7.38196785829157
29,20,35.9738292311942,27.4933115871113,36.8229835549491,32.0007751568373,-0.585761685973424,-13.0425525678445,58.2,52.9285398317459,4.7165018542275,1.14072,58.5891245412989,7.36363314670952
30,20,35.9601005641659,27.4728141575857,36.8226655935551,31.9683334718821,-0.583415444024261,-12.8627427730618,58.2,52.9261935897968,4.7165018542275,1.14072,58.425303216149,7.34574256805827
31,20,35.9464818007083,27.4527801204203,36.822348786579,31.9366146795736,-0.580179943572517,-12.6879890137043,58.2,52.922958089345,4.7165018542275,1.14072,58.2652045349911,7.32827814748935
32,20,35.9329730629711,27.4331916256379,36.822033541483,31.9055915558839,-0.576219583180034,-12.5179649854486,58.2,52.9189977289525,4.7165018542275,1.14072,58.1086845669118,7.31122303629543
33,20,35.919574234916,27.4140319184376,36.8217201937182,31.8752384918213,-0.571669757510527,-12.3523833581249,58.2,52.914447903283,4.7165018542275,1.14072,57.9556082251125,7.29456140767025
34,20,35.9062850078033,27.3952852373472,36.8214090190626,31.8455313495396,-0.566642296555834,-12.1909894101679,58.2,52.9094204423283,4.7165018542275,1.14072,57.805848444826,7.27827836589314
35,20,35.8931049175165,27.3769367257125,36.8211002436916,31.8164473365292,-0.56122982935036,-12.0335558595065,58.2,52.9040079751229,4.7165018542275,1.14072,57.6592854687363,7.26235986674838
36,20,35.8800333751888,27.3589723543146,36.8207940524231,31.7879648949867,-0.555509293085386,-11.8798786500145,58.2,52.8982874388579,4.7165018542275,1.14072,57.515806222124,7.24679264740099
37,20,35.8670696923282,27.3413788533278,36.8204905954877,31.7600636040015,-0.549544761857653,-11.7297735031117,58.2,52.8923229076302,4.7165018542275,1.14072,57.3753037633408,7.23156416428124
38,20,35.8542131014267,27.3241436521641,36.8201899941066,31.7327240926296,-0.543389732648137,-11.5830730837618,58.2,52.8861678784206,4.7165018542275,1.14072,57.2376767979012,7.21666253779177
39,20,35.8414627728575,27.3072548260166,36.8198923451011,31.7059279622684,-0.537088977473466,-11.4396246611651,58.2,52.879867123246,4.7165018542275,1.14072,57.1028292466193,7.20207650286068
40,20,35.8288178287225,27.2907010481241,36.8195977247154,31.6796577170241,-0.530680048038633,-11.2992881689764,58.2,52.8734581938111,4.7165018542275,1.14072,56.9706698599269,7.18779536453274
41,20,35.8162773541958,27.2744715469535,36.8193061917964,31.6538967009859,-0.524194501471833,-11.1619345891676,58.2,52.8669726472443,4.7165018542275,1.14072,56.8411118718792,7.17380895792569
42,20,35.803840406807,27.2585560676301,36.8190177904487,31.6286290415006,-0.517658901694851,-11.027444598921,58.2,52.8604370474674,4.7165018542275,1.14072,56.7140726884627,7.16010761198975
43,20,35.7915060240344,27.2429448370584,36.8187325522586,31.6038395976877,-0.511095639900063,-10.8957074320229,58.2,52.8538737856726,4.7165018542275,1.14072,56.5894736057058,7.14668211659635
44,20,35.7792732295069,27.2276285322662,36.8184504981625,31.5795139135555,-0.504523608856296,-10.7666199157934,58.2,52.8473017546288,4.7165018542275,1.14072,56.4672395538258,7.1335236925563
45,20,35.7671410380649,27.2125982515777,36.8181716400239,31.5556381751734,-0.497958758800735,-10.6400856522128,58.2,52.8407369045732,4.7165018542275,1.14072,56.3472988642298,7.12062396422681
46,20,35.7551084598827,27.1978454882812,36.8178959819665,31.5321991714395,-0.491414557189472,-10.516014317939,58.2,52.834192702962,4.7165018542275,1.14072,56.2295830566742,7.10797493441679
47,20,35.7431745038198,27.1833621065071,36.8176235215071,31.5091842580457,-0.484902370137284,-10.394321062795,58.2,52.8276805159098,4.7165018542275,1.14072,56.114026644288,7.09556896133989
48,20,35.7313381801389,27.1691403190728,36.8173542505196,31.4865813243007,-0.478431779969817,-10.2749259900865,58.2,52.8212099257423,4.7165018542275,1.14072,56.0005669544889,7.08339873740042
49,20,35.7195985027036,27.1551726670829,36.817088156059,31.4643787625141,-0.472010850432113,-10.1577537052955,58.2,52.8147889962046,4.7165018542275,1.14072,55.8891439640997,7.07145726962372
50,20,35.7079544907493,27.1414520011062,36.8168252210676,31.4425654396864,-0.465646348962927,-10.0427329220869,58.2,52.8084244947354,4.7165018542275,1.14072,55.7797001471987,7.05973786156906
51,20,35.6964051703017,27.1279714637682,36.8165654249815,31.4211306712797,-0.459343933587832,-9.92979611663751,58.2,52.8021220793603,4.7165018542275,1.14072,55.6721803344288,7.0482340965812
52,20,35.6849495753078,27.1147244736241,36.8163087442539,31.4000641968736,-0.453108310601593,-9.8188792228599,58.2,52.7958864563741,4.7165018542275,1.14072,55.5665315826528,7.03693982225537
53,20,35.6735867485299,27.1017047101903,36.8160551528063,31.3793561575324,-0.446943368039712,-9.70992136242072,58.2,52.7897215138122,4.7165018542275,1.14072,55.4627030539776,7.02584913600489
54,20,35.6623157422448,27.0889061000277,36.81580462242,31.358997074731,-0.440852289050959,-9.60286460446856,58.2,52.7836304348235,4.7165018542275,1.14072,55.3606459032871,7.01495637163294
55,20,35.6511356187833,27.0763228037829,36.8155571230758,31.3389778307028,-0.434837648471124,-9.49765375091296,58.2,52.7776157942436,4.7165018542275,1.14072,55.2603131735237,7.00425608682115
56,20,35.6400454509391,27.0639492041046,36.8153126232488,31.3192896500899,-0.42890149538421,-9.39423614370526,58.2,52.7716796411567,4.7165018542275,1.14072,55.1616596980408,6.99374305145709
57,20,35.6290443222692,27.0517798943593,36.815071090166,31.299924082786,-0.423045423887849,-9.2925614912243,58.2,52.7658235696604,4.7165018542275,1.14072,55.0646420094276,6.98341223673096
58,20,35.6181313273069,27.0398096680806,36.8148324900307,31.2808729878757,-0.417270633948199,-9.19258171127435,58.2,52.7600487797207,4.7165018542275,1.14072,54.9692182542641,6.9732588049384
59,20,35.6073055717027,27.0280335090927,36.8145967882185,31.2621285185823,-0.41157798386913,-9.09425078862485,58.2,52.7543561296416,4.7165018542275,1.14072,54.8753481133281,6.96327809993363
